repo,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
JFormDesigner/FlatLaf,846,3.816785,2.000000,5.397633,3.684397,2.000000,4.209701,64.826241,3.000000,358.975448
shuzijun/leetcode-editor,301,6.328904,4.000000,6.031705,1.737542,1.000000,1.175111,20.136213,0.000000,113.552094
wendux/DSBridge-Android,47,2.978723,2.000000,3.898101,1.106383,1.000000,0.311661,15.978723,0.000000,72.190415
MiguelCatalan/MaterialSearchView,41,4.048780,2.000000,6.280729,1.317073,1.000000,0.521489,22.658537,1.000000,132.522377
yanzhenjie/AndServer,214,5.023364,3.000000,6.298104,1.542056,1.000000,1.192940,48.051402,1.000000,244.821679
sunfusheng/MarqueeView,22,5.409091,4.000000,4.885928,1.363636,1.000000,0.492366,5.454545,0.000000,12.085912
amirzaidi/Launcher3,990,7.240404,3.000000,10.898687,1.474747,1.000000,0.864342,63.680808,0.000000,728.693233
gh0stkey/HaE,67,4.194030,2.000000,4.619585,1.656716,1.000000,1.552635,12.074627,0.000000,37.941467
mcxtzhang/SwipeDelMenuLayout,40,3.100000,2.000000,3.342040,1.250000,1.000000,0.438529,5.200000,0.000000,28.599086
knowm/XChange,5016,5.956938,4.000000,6.448642,1.500997,1.000000,0.912524,24.809211,0.000000,723.174197
zhpanvip/BannerViewPager,73,5.410959,3.000000,7.199220,1.410959,1.000000,0.723334,47.821918,0.000000,227.591089
dragonwell-project/dragonwell8,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
AsamK/signal-cli,491,6.987780,4.000000,11.591687,1.576375,1.000000,2.141850,48.293279,0.000000,382.445898
RoaringBitmap/RoaringBitmap,638,5.586207,5.000000,4.822234,1.139498,1.000000,0.466431,259.594044,0.000000,1873.911891
stfalcon-studio/ChatKit,108,5.768519,3.000000,6.546179,2.898148,2.000000,4.831632,35.481481,0.000000,135.542833
yangfuhai/ASimpleCache,29,4.448276,2.000000,5.248035,1.448276,1.000000,0.631676,38.517241,0.000000,109.503301
yanzhenjie/NoHttp,228,4.456140,3.000000,4.741123,1.500000,1.000000,0.804722,45.649123,1.000000,302.142773
lisawray/groupie,93,5.096774,3.000000,5.407452,1.827957,1.000000,1.006756,29.903226,0.000000,141.477918
litesuits/android-common,85,3.517647,2.000000,3.577748,1.247059,1.000000,0.595736,124.352941,1.000000,700.443749
nICEnnnnnnnLee/BilibiliDown,262,4.206107,2.000000,4.249350,1.721374,1.000000,1.354233,42.019084,1.000000,307.270700
linkedin/databus,1516,5.527704,3.000000,8.026846,1.356860,1.000000,0.797661,46.734828,0.000000,228.177829
kikoso/android-stackblur,41,1.756098,0.000000,3.726798,1.097561,1.000000,0.490147,0.585366,0.000000,1.897045
microservices-patterns/ftgo-application,370,5.345946,3.000000,5.557221,1.189189,1.000000,0.639183,8.191892,0.000000,31.006572
hmkcode/Android,56,4.696429,4.500000,3.458427,1.660714,2.000000,0.580808,2.142857,1.000000,3.942443
dtinit/data-transfer-project,927,6.841424,4.000000,7.853800,1.266451,1.000000,0.754530,6.877023,0.000000,22.240827
bilibili/MagicaSakura,84,8.297619,7.500000,7.292148,1.678571,2.000000,1.193968,25.440476,3.000000,73.532609
spockframework/spock,726,5.406336,4.000000,6.645416,1.447658,1.000000,1.088822,34.741047,1.000000,186.127080
arimorty/floatingsearchview,135,3.570370,2.000000,7.118969,1.177778,1.000000,0.471053,26.281481,0.000000,242.918685
luontola/retrolambda,240,2.475000,1.000000,5.254148,1.412500,1.000000,0.924249,9.004167,0.000000,43.567434
IrisShaders/Iris,912,6.252193,4.000000,7.076033,1.315789,1.000000,0.872216,22.638158,0.000000,153.689098
baoyongzhang/SwipeMenuListView,33,4.393939,2.000000,4.834378,1.454545,1.000000,0.753778,15.242424,1.000000,40.260892
MovingBlocks/Terasology,2810,6.098577,4.000000,7.790550,1.445196,1.000000,0.858451,25.027046,0.000000,170.934589
dariuszseweryn/RxAndroidBle,477,5.373166,3.000000,6.466393,1.314465,1.000000,0.901481,53.482180,0.000000,620.628478
KingJA/LoadSir,74,5.189189,3.000000,4.353162,1.554054,1.500000,0.600043,4.013514,0.000000,11.990285
ittianyu/BottomNavigationViewEx,29,4.896552,3.000000,5.122394,1.586207,1.000000,0.732766,50.137931,0.000000,185.897192
Grt1228/chatgpt-java,201,6.741294,4.000000,9.417151,1.099502,1.000000,0.360624,11.930348,0.000000,137.903282
apache/logging-log4j2,3437,5.497236,4.000000,5.217427,1.513238,1.000000,1.435725,46.126855,1.000000,1260.089737
crossoverJie/SSM,218,3.188073,2.000000,3.973002,1.151376,1.000000,0.359240,110.802752,2.000000,431.315192
GitLqr/LQRWeChat,386,5.005181,2.000000,7.781762,1.417098,1.000000,0.776016,18.935233,1.000000,74.027818
apache/fory,1461,5.312799,3.000000,7.616944,2.203285,1.000000,4.291328,39.149897,0.000000,266.046136
openhab/openhab1-addons,5661,5.373609,3.000000,9.548378,1.430666,1.000000,1.064197,143.090090,0.000000,4985.998844
zxing/zxing,595,4.983193,4.000000,4.806322,1.662185,2.000000,0.773182,22.968067,1.000000,130.859451
binarywang/WxJava,5111,5.509294,4.000000,6.497377,1.215026,1.000000,0.443850,20.275093,0.000000,217.971864
wuyouzhuguli/SpringAll,378,5.243386,4.000000,4.277387,1.111111,1.000000,0.369002,3.748677,0.000000,11.858038
netty/netty,7918,4.422455,3.000000,5.774245,1.509851,1.000000,1.180059,67.004925,0.000000,1136.963905
hollischuang/toBeTopJavaer,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
greenrobot/EventBus,183,3.426230,3.000000,3.065901,1.836066,1.000000,1.424052,9.054645,0.000000,35.082278
apolloconfig/apollo,737,7.267300,6.000000,6.792173,1.264586,1.000000,0.704610,14.985075,0.000000,56.811961
apache/skywalking,2893,6.026962,4.000000,6.977188,1.382302,1.000000,0.715172,5.544763,0.000000,24.733528
doocs/source-code-hunter,1,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
yuliskov/SmartTube,3225,6.351628,4.000000,7.668238,1.523721,1.000000,1.432999,65.666357,1.000000,451.933261
apache/incubator-seata,3648,6.563322,4.000000,22.069296,1.817160,1.000000,15.083799,520.980263,2.000000,15720.773965
brettwooldridge/HikariCP,185,4.383784,3.000000,4.196111,1.286486,1.000000,0.658623,172.670270,0.000000,1408.661311
apache/rocketmq,2860,6.887413,3.500000,10.494852,1.331469,1.000000,0.753160,122.162937,1.000000,2334.939267
yudaocode/SpringBoot-Labs,1463,4.298018,4.000000,2.965149,1.053315,1.000000,0.271593,1.443609,0.000000,6.745070
Baseflow/PhotoView,45,4.733333,3.000000,5.544858,1.355556,1.000000,0.570309,24.600000,0.000000,157.258531
Tencent/APIJSON,70,5.885714,3.000000,8.672032,1.242857,1.000000,0.668889,1165.571429,6.000000,5422.453973
didi/DoKit,1569,4.506055,2.000000,5.759098,1.320586,1.000000,0.837477,71.766730,0.000000,634.398980
infinilabs/analysis-ik,38,4.815789,4.000000,3.593201,1.368421,1.000000,0.488852,15.421053,2.500000,28.359308
YunaiV/yudao-cloud,3792,7.847046,6.000000,7.355525,1.212289,1.000000,0.434015,16.077268,0.000000,503.441187
ben-manes/caffeine,1336,4.916168,3.000000,6.730923,1.587575,1.000000,1.429951,163.169162,0.000000,1724.581380
alibaba/DataX,1222,4.502455,3.000000,5.765943,1.715221,1.000000,1.513493,22.648936,0.000000,185.315969
JeffLi1993/springboot-learning-example,114,4.614035,3.500000,3.868431,1.043860,1.000000,0.244962,2.850877,0.000000,6.032702
android-hacker/VirtualXposed,1453,3.947006,2.000000,5.326070,2.792842,2.000000,11.858633,14.695802,0.000000,128.637588
quarkusio/quarkus,31412,5.163218,4.000000,6.331202,1.223418,1.000000,0.636861,55.095982,0.000000,6364.464134
eclipse-vertx/vert.x,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
supertokens/supertokens-core,974,10.998973,10.000000,10.986818,1.596509,1.000000,1.092076,71.143737,3.000000,1151.285684
zaproxy/zaproxy,2523,4.741577,3.000000,5.991717,1.910820,1.000000,1.810067,69.668648,1.000000,347.751134
openjdk/jdk,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
apache/hadoop,22202,7.454058,4.000000,11.373223,1.613864,1.000000,1.456432,69.652554,0.000000,933.455255
JessYanCoding/AndroidAutoSize,49,5.408163,4.000000,4.237326,1.408163,1.000000,0.496587,31.285714,1.000000,136.300220
lgvalle/Material-Animations,45,4.400000,2.000000,4.058661,1.466667,1.000000,0.756787,4.755556,0.000000,16.107812
LuckSiege/PictureSelector,737,5.156038,2.000000,8.657983,1.237449,1.000000,0.669042,49.449118,0.000000,372.185756
ashishps1/awesome-leetcode-resources,11,1.181818,1.000000,0.404520,1.000000,1.000000,0.000000,4.727273,0.000000,8.259430
google/guice,3880,3.803351,2.500000,5.412858,1.304124,1.000000,1.250639,8.454381,0.000000,77.778083
projectlombok/lombok,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
apache/zookeeper,1753,5.671420,3.000000,7.093904,2.005134,1.000000,3.005983,36.875642,0.000000,390.008242
amitshekhariitbhu/android-interview-questions,1,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
Tencent/VasSonic,111,4.198198,2.000000,4.900501,1.279279,1.000000,0.590395,21.612613,0.000000,96.042526
DrKLO/Telegram,13307,6.843766,4.000000,13.324670,1.659578,1.000000,16.673075,60.838130,0.000000,1064.694250
debezium/debezium,3379,6.827760,4.000000,7.624820,1.583605,1.000000,0.997500,56.139982,1.000000,536.196076
OpenRefine/OpenRefine,1396,6.696991,5.000000,6.614572,1.688395,1.000000,0.894208,12.818052,1.000000,57.094425
gyf-dev/ImmersionBar,142,6.352113,5.000000,7.113265,2.105634,2.000000,1.001472,159.253521,3.000000,1752.519918
H07000223/FlycoTabLayout,33,6.454545,3.000000,8.867394,1.545455,1.000000,0.711113,223.090909,1.000000,720.449441
jfeinstein10/SlidingMenu,74,5.121622,3.000000,5.573796,1.959459,1.000000,1.591408,47.445946,0.000000,228.991424
provectus/kafka-ui,513,7.243665,5.000000,7.312038,1.510721,1.000000,1.073647,17.134503,1.000000,86.131596
metersphere/metersphere,3704,6.678186,3.000000,11.374940,1.298056,1.000000,0.546253,445.991631,0.000000,3758.162169
asLody/VirtualApp,1420,3.940845,2.000000,5.276768,2.588028,2.000000,11.271085,15.611268,0.000000,114.809495
apache/druid,14928,7.866626,5.000000,9.235823,1.376340,1.000000,1.807803,62.047562,1.000000,4498.551439
tbruyelle/RxPermissions,20,4.650000,2.000000,5.668704,1.100000,1.000000,0.307794,10.100000,0.000000,33.524382
jeasonlzy/okhttp-OkGo,361,5.650970,5.000000,5.139721,1.623269,1.000000,1.075955,19.445983,0.000000,124.498920
JessYanCoding/MVPArms,149,6.644295,5.000000,5.937824,1.281879,1.000000,0.570450,32.100671,3.000000,147.024899
uknownothingsnow/JsBridge,32,3.500000,1.500000,5.003225,1.156250,1.000000,0.368902,17.093750,0.000000,51.740269
OpenFeign/feign,1247,5.134723,3.000000,6.314609,1.682438,1.000000,3.247946,13.266239,0.000000,79.820654
apple/pkl,1628,6.295455,4.000000,7.918410,4.377764,4.000000,15.461646,28.923219,0.000000,224.748359
perwendel/spark,221,4.542986,3.000000,4.734228,1.298643,1.000000,0.781286,47.117647,0.000000,408.472114
bilibili/DanmakuFlameMaster,172,5.162791,3.000000,6.120353,1.610465,1.000000,1.374158,47.505814,1.000000,158.937609
umano/AndroidSlidingUpPanel,17,4.941176,2.000000,6.637682,1.352941,1.000000,0.785905,132.000000,0.000000,373.940670
spring-projects/spring-security,6739,7.303161,5.000000,8.123213,1.250482,1.000000,0.721051,10.621902,0.000000,51.058413
LawnchairLauncher/lawnchair,3250,10.318769,5.000000,14.237507,1.584615,1.000000,1.163097,97.100308,1.000000,1006.002650
KunMinX/Jetpack-MVVM-Best-Practice,119,4.840336,3.000000,5.079008,1.621849,1.000000,1.073499,12.000000,0.000000,68.967814
laobie/StatusBarUtil,33,4.151515,3.000000,3.527758,1.545455,1.000000,0.832575,22.545455,0.000000,124.492995
chrisbanes/Android-PullToRefresh,82,6.024390,4.500000,5.847814,2.109756,2.000000,1.360883,55.841463,1.000000,370.863606
stanfordnlp/CoreNLP,4305,5.922416,4.000000,7.922195,1.649942,1.000000,2.482535,148.601858,0.000000,1831.589054
chrisjenx/Calligraphy,25,5.720000,5.000000,5.062279,1.440000,1.000000,0.583095,11.360000,3.000000,26.944202
flyway/flyway,726,5.969697,4.000000,5.800515,1.504132,1.000000,0.939176,53.195592,1.000000,622.772077
roughike/BottomBar,66,4.909091,2.000000,6.833689,1.287879,1.000000,0.626717,61.666667,0.000000,332.031942
DImuthuUpe/AndroidPdfViewer,57,4.947368,1.000000,8.270907,1.245614,1.000000,0.605944,76.789474,0.000000,440.471449
karatelabs/karate,584,6.630137,5.000000,6.906892,1.205479,1.000000,0.599231,115.275685,1.000000,629.095965
dropwizard/dropwizard,1384,5.963150,4.000000,5.906669,1.515896,1.000000,1.004563,18.833815,0.000000,214.711742
guolindev/LitePal,201,5.009950,3.000000,5.162354,1.651741,1.000000,0.958180,49.447761,0.000000,248.869863
aritraroy/UltimateAndroidReference,1,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
alibaba/otter,1296,4.613426,3.000000,5.383324,1.373457,1.000000,0.746289,32.454475,1.000000,252.543456
HannahMitt/HomeMirror,66,2.727273,2.000000,4.944447,1.075758,1.000000,0.266638,5.348485,0.000000,35.403386
trello-archive/RxLifecycle,81,6.432099,6.000000,6.164289,1.654321,1.000000,1.141934,1.407407,0.000000,4.064412
krahets/LeetCode-Book,258,1.333333,1.000000,0.932202,1.000000,1.000000,0.000000,0.085271,0.000000,0.491658
PowerJob/PowerJob,755,5.745695,4.000000,6.216600,1.184106,1.000000,0.546764,5.137748,0.000000,27.936687
kevin-wayne/algs4,279,4.003584,4.000000,2.506823,1.021505,1.000000,0.168264,47.469534,0.000000,263.518074
jeecgboot/jimureport,12,6.750000,6.500000,3.048845,1.083333,1.000000,0.288675,2.333333,0.000000,5.989890
abel533/Mapper,458,5.056769,4.000000,4.636107,1.242358,1.000000,0.529436,36.176856,0.000000,175.546877
apache/beam,16229,7.415183,5.000000,8.060861,1.534290,1.000000,1.388981,19.636392,0.000000,171.202277
pedant/sweet-alert-dialog,16,4.375000,1.500000,5.536244,1.250000,1.000000,0.447214,31.062500,0.000000,88.949775
AntennaPod/AntennaPod,818,7.421760,5.000000,8.940268,1.484108,1.000000,0.782531,21.410758,1.000000,106.388712
MinecraftForge/MinecraftForge,1679,7.132222,6.000000,9.612909,2.170935,1.000000,2.976261,37.978559,1.000000,503.207185
apache/tomcat,4676,4.605646,3.000000,5.836687,1.813516,1.000000,1.670338,179.511121,0.000000,4199.699758
dependency-check/DependencyCheck,493,7.060852,5.000000,7.659175,1.866126,2.000000,1.001183,60.032454,3.000000,321.627769
NLPchina/elasticsearch-sql,276,9.601449,6.000000,19.733880,2.083333,1.000000,1.500404,190.199275,1.000000,1272.441199
hongyangAndroid/okhttputils,70,3.728571,2.500000,4.050126,1.457143,1.000000,0.652436,6.200000,0.000000,16.780423
rabbitmq/rabbitmq-tutorials,51,4.588235,4.000000,2.662153,1.000000,1.000000,0.000000,2.294118,1.000000,4.129378
apache/cassandra,12659,6.813018,5.000000,8.032091,1.770598,1.000000,1.815642,59.123548,1.000000,1395.236078
getActivity/AndroidProject,358,7.215084,4.000000,8.249682,2.142458,1.000000,1.562637,19.184358,1.000000,59.229219
527515025/springBoot,264,5.087121,4.000000,4.428990,1.147727,1.000000,0.414741,15.496212,0.000000,70.729818
Alluxio/alluxio,4027,6.906630,5.000000,8.367474,1.483486,1.000000,1.485286,30.658803,1.000000,238.172748
GrenderG/Toasty,16,4.062500,3.000000,4.186785,1.062500,1.000000,0.250000,56.625000,0.000000,213.870950
Angel-ML/angel,1902,7.424816,5.000000,10.056881,1.739222,2.000000,0.877761,63.419558,0.000000,591.982812
JesusFreke/smali,1152,6.018229,4.000000,8.343756,1.666667,1.000000,1.249153,15.016493,1.000000,85.699284
processing/processing,922,3.731020,2.000000,5.985260,1.642082,1.000000,2.004308,507.796095,0.000000,7175.110260
wxiaoqi/Spring-Cloud-Platform,177,4.887006,3.000000,5.216745,1.406780,1.000000,0.828168,57.649718,0.000000,211.240442
sshahine/JFoenix,425,6.920000,4.000000,6.938966,1.623529,1.000000,0.961235,22.084706,1.000000,88.531773
amitshekhariitbhu/from-java-to-kotlin,2,0.500000,0.500000,0.707107,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
pig-mesh/pig,380,6.910526,5.000000,6.322669,1.310526,1.000000,0.584221,5.326316,0.000000,53.617613
apache/flink-cdc,1888,8.315678,5.000000,8.994194,1.462394,1.000000,0.896714,30.088453,1.000000,198.781506
apache/storm,4388,5.322242,3.000000,6.756441,1.216727,1.000000,0.738238,48.818824,1.000000,431.036616
auth0/java-jwt,86,5.662791,3.500000,5.482830,1.627907,1.000000,1.319951,142.744186,1.000000,531.445934
rengwuxian/MaterialEditText,26,5.653846,2.000000,10.586566,1.307692,1.000000,0.470679,742.846154,0.000000,2092.797548
Javen205/IJPay,273,5.589744,5.000000,10.493705,1.369963,1.000000,0.580421,139.402930,0.000000,1332.614038
haifengl/smile,1334,5.538981,5.000000,5.050048,1.362819,1.000000,0.958398,103.718141,1.000000,1391.679989
rey5137/material,305,6.511475,3.000000,7.982343,1.645902,1.000000,1.194501,54.495082,1.000000,190.823960
wyouflf/xUtils3,218,5.224771,3.000000,5.356415,1.408257,1.000000,0.881623,27.449541,2.000000,102.753966
prolificinteractive/material-calendarview,88,6.454545,4.000000,7.561106,1.534091,1.000000,0.726333,69.011364,0.000000,531.317112
btraceio/btrace,768,4.912760,4.000000,5.026806,1.303385,1.000000,0.868327,92.544271,0.000000,1538.703191
weibocom/motan,844,5.941943,4.000000,5.750667,1.434834,1.000000,0.818974,32.718009,1.000000,155.314333
WeiYe-Jing/datax-web,317,5.041009,3.000000,5.419861,1.388013,1.000000,0.682685,13.239748,0.000000,64.058759
amitshekhariitbhu/Fast-Android-Networking,575,3.219130,2.000000,4.596315,1.250435,1.000000,1.126137,13.768696,1.000000,100.481595
LaurieWired/GhidraMCP,3,16.333333,4.000000,24.906492,1.666667,2.000000,0.577350,459.000000,3.000000,792.414664
changmingxie/tcc-transaction,519,5.246628,3.000000,5.637442,1.308285,1.000000,0.801392,29.736031,1.000000,99.770169
Nepxion/Discovery,828,4.778986,4.000000,5.033209,1.269324,1.000000,0.595165,18.800725,1.000000,111.900220
jpush/aurora-imui,342,4.804094,2.500000,7.043617,1.529240,1.000000,1.436034,50.269006,0.000000,407.501482
jagrosh/MusicBot,93,6.741935,5.000000,6.907625,2.505376,3.000000,1.845227,10.591398,1.000000,63.064190
dromara/lamp-cloud,820,7.732927,7.000000,6.001476,1.278049,1.000000,0.456409,7.151220,0.000000,34.163531
google/j2objc,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
amlcurran/ShowcaseView,65,5.384615,5.000000,5.592105,1.400000,1.000000,0.680074,17.815385,0.000000,118.874920
nhaarman/ListViewAnimations,137,6.474453,5.000000,5.501444,2.058394,2.000000,1.235304,10.459854,0.000000,45.058461
redis/lettuce,2025,6.310123,4.000000,8.408930,1.392593,1.000000,0.947456,166.444938,0.000000,3409.077205
jd-opensource/joyagent-jdgenie,252,4.980159,4.000000,5.648714,1.119048,1.000000,0.448231,4.734127,0.000000,17.511201
scribejava/scribejava,494,4.208502,3.000000,3.988199,1.400810,1.000000,0.783501,10.935223,1.000000,89.915127
ddd-by-examples/library,123,6.788618,5.000000,5.610663,1.040650,1.000000,0.297486,5.430894,0.000000,23.409778
Evernote/android-job,189,6.994709,4.000000,6.055152,1.767196,1.000000,2.349464,32.005291,1.000000,135.394793
JanusGraph/janusgraph,1896,7.016350,4.000000,10.039986,1.442511,1.000000,0.842704,43.899789,1.000000,663.485088
motianhuo/wechat,635,5.236220,3.000000,7.264990,1.250394,1.000000,0.707316,15.453543,0.000000,96.532005
XRecyclerView/XRecyclerView,166,3.909639,2.000000,4.846520,1.421687,1.000000,0.605440,9.042169,0.000000,63.090541
evant/gradle-retrolambda,25,4.600000,3.000000,3.605551,1.040000,1.000000,0.200000,2.160000,0.000000,9.007774
yixia/VitamioBundle,101,4.950495,3.000000,6.109626,1.316832,1.000000,0.598844,75.069307,0.000000,589.270842
zfdang/Android-Touch-Helper,55,4.127273,3.000000,5.171340,1.181818,1.000000,0.389249,1.945455,0.000000,8.444631
lucasr/twoway-view,51,6.078431,4.000000,5.792558,1.823529,1.000000,1.211708,86.588235,1.000000,429.292822
cinit/QAuxiliary,518,7.650579,5.000000,7.882816,1.324324,1.000000,0.565811,42.279923,1.000000,255.703922
AutoMQ/automq,9236,7.200520,4.000000,12.025432,1.401148,1.000000,1.036358,45.375704,0.000000,594.716348
hustcc/JS-Sorting-Algorithm,12,3.583333,3.000000,3.679386,1.000000,1.000000,0.000000,2.833333,0.500000,4.468747
strimzi/strimzi-kafka-operator,1437,11.294363,8.000000,13.411073,1.497564,1.000000,0.890698,46.121086,1.000000,286.579189
novicezk/midjourney-proxy,90,5.900000,5.000000,5.724087,1.244444,1.000000,0.546924,5.811111,0.000000,14.409652
GeyserMC/Geyser,1209,8.239041,6.000000,10.673973,1.965261,1.000000,1.549552,34.641853,1.000000,465.689528
android/views-widgets-samples,152,4.019737,2.000000,4.271375,1.730263,1.000000,1.184728,7.013158,0.000000,21.033240
deathmarine/Luyten,129,2.348837,1.000000,4.124339,1.542636,1.000000,1.591028,15.449612,0.000000,65.417525
bitcoinj/bitcoinj,623,7.163724,4.000000,10.877519,1.730337,1.000000,2.737349,89.235955,0.000000,697.161395
spring-projects/spring-authorization-server,679,10.251841,7.000000,10.201649,1.394698,1.000000,0.822096,16.692194,0.000000,96.666509
yipianfengye/android-zxingLibrary,52,4.711538,3.000000,5.709766,1.326923,1.000000,0.584813,5.634615,0.000000,15.308627
fast-excel/fastexcel,626,6.452077,5.000000,5.945225,1.349840,1.000000,0.792348,29.581470,1.000000,336.719074
rubensousa/GravitySnapHelper,8,6.375000,4.500000,5.878229,1.750000,1.500000,0.886405,57.875000,1.000000,154.095923
alibaba/UltraViewPager,24,5.208333,2.000000,6.852351,1.375000,1.000000,0.494535,58.375000,0.000000,124.882140
sofastack/sofa-boot,1181,5.153260,3.000000,5.456240,1.198137,1.000000,0.534913,17.818798,0.000000,246.223130
react-native-linear-gradient/react-native-linear-gradient,19,5.157895,4.000000,3.387283,1.631579,1.000000,0.760886,10.684211,1.000000,23.304870
killme2008/aviatorscript,524,4.635496,3.000000,6.710823,1.498092,1.000000,0.776074,60.982824,1.000000,379.856697
spring-projects/spring-data-examples,6637,2.621214,2.000000,1.613485,1.008588,1.000000,0.119340,0.466174,0.000000,2.292098
cglib/cglib,498,3.216867,1.000000,5.344204,1.532129,1.000000,1.159326,261.797189,0.000000,5178.170997
reactive-streams/reactive-streams-jvm,459,3.122004,3.000000,2.646233,1.276688,1.000000,0.798279,20.335512,0.000000,127.962436
roncoo/roncoo-pay,394,5.205584,3.000000,6.222414,1.281726,1.000000,0.657175,62.936548,3.000000,312.800351
TheoKanning/openai-java,165,5.387879,4.000000,8.234067,1.084848,1.000000,0.372959,15.551515,0.000000,182.875221
querydsl/querydsl,3232,5.204208,3.000000,6.190748,1.987314,1.000000,2.138972,42.900681,0.000000,572.845460
kyleduo/SwitchButton,27,4.370370,2.000000,6.215045,1.407407,1.000000,0.636049,82.481481,0.000000,416.885003
hongyangAndroid/baseAdapter,50,4.880000,3.000000,4.855630,1.320000,1.000000,0.551066,18.280000,0.000000,77.353427
tuguangquan/mybatis,1039,3.734360,2.000000,5.172430,1.304139,1.000000,0.821139,21.467757,0.000000,204.210654
nextcloud/android,505,9.299010,4.000000,14.789787,1.687129,1.000000,1.165447,114.764356,1.000000,694.837567
stleary/JSON-java,91,3.186813,2.000000,4.825654,1.219780,1.000000,0.628971,365.725275,3.000000,1570.521428
micrometer-metrics/micrometer,1938,5.705366,4.000000,6.567342,1.288442,1.000000,0.653714,19.846749,0.000000,135.925629
bytedeco/javacpp,215,5.911628,5.000000,6.981725,2.009302,2.000000,1.241760,151.139535,1.000000,382.456997
SplashCodes/JAViewer,179,5.787709,4.000000,6.352003,1.597765,1.000000,0.915040,11.648045,0.000000,73.794614
Netflix/ribbon,710,4.385915,2.000000,5.972464,1.266197,1.000000,0.661972,13.377465,0.000000,99.926665
javagrowing/JGrowing,19,1.526316,1.000000,1.678902,1.000000,1.000000,0.000000,1.947368,1.000000,4.402950
CalebFenton/simplify,311,8.987138,8.000000,7.413142,1.372990,1.000000,0.767764,20.742765,0.000000,75.981097
square/sqlbrite,106,4.698113,2.000000,5.878402,1.358491,1.000000,0.770759,4.301887,0.000000,27.941493
dromara/dynamic-tp,566,4.842756,4.000000,4.360118,1.289753,1.000000,0.671124,17.742049,0.000000,138.798934
castorflex/SmoothProgressBar,48,4.854167,3.000000,5.002083,1.229167,1.000000,0.472187,26.312500,0.000000,95.339295
ant-media/Ant-Media-Server,1189,5.716569,2.000000,9.456683,1.325484,1.000000,0.726505,183.491169,1.000000,2599.012498
zongzibinbin/MallChat,444,6.236486,5.000000,6.556951,1.202703,1.000000,0.464925,4.439189,0.000000,14.946508
square/android-times-square,47,4.553191,4.000000,5.656118,1.234043,1.000000,0.597559,25.872340,0.000000,134.508545
line/armeria,6426,6.454248,5.000000,6.558175,1.321973,1.000000,0.865674,33.440710,0.000000,255.750528
SuperMonster003/AutoJs6,1768,5.149887,3.000000,6.557019,1.464932,1.000000,0.877895,37.233597,1.000000,200.584940
flutter-webrtc/flutter-webrtc,90,6.633333,3.000000,11.484675,1.222222,1.000000,0.683313,36.655556,0.000000,211.176914
eirslett/frontend-maven-plugin,99,5.595960,3.000000,6.246500,1.727273,1.000000,0.945647,7.050505,1.000000,28.254085
Tencent/GT,1042,3.906910,2.000000,5.155970,1.297505,1.000000,0.661682,13.777351,0.000000,80.869128
apache/shiro,1024,5.024414,3.000000,5.210373,1.786133,1.000000,1.611349,19.719727,1.000000,80.232218
mcxiaoke/android-volley,132,5.090909,3.000000,5.390768,1.893939,1.000000,2.758076,15.818182,0.000000,94.169639
Snailclimb/guide-rpc-framework,95,4.621053,4.000000,3.922599,1.210526,1.000000,0.650609,1.189474,0.000000,3.641647
grantland/android-autofittextview,8,5.375000,4.000000,5.153016,1.375000,1.000000,0.517549,40.750000,1.500000,107.671126
ChadCSong/ShineButton,24,4.833333,2.000000,5.700242,1.625000,1.000000,0.824226,23.625000,0.000000,94.181976
yhaolpz/FloatWindow,44,3.772727,2.000000,4.136416,1.272727,1.000000,0.544043,9.727273,1.000000,27.382190
booklore-app/booklore,582,7.951890,5.000000,7.291408,1.037801,1.000000,0.216244,12.393471,0.000000,61.833863
powermock/powermock,1269,3.439716,2.000000,4.020515,1.242711,1.000000,0.644832,22.713160,0.000000,281.337751
SPLWare/esProc,2650,6.680377,5.000000,7.575623,2.170566,2.000000,1.520578,97.753208,1.000000,877.768586
dinuscxj/LoadingDrawable,65,6.507692,4.000000,6.555349,1.446154,1.000000,0.531236,15.830769,1.000000,27.991946
camunda/camunda-bpm-platform,10681,6.280311,4.000000,7.597424,1.648441,1.000000,1.098471,86.619605,1.000000,2103.610427
rubensousa/ViewPagerCards,9,5.333333,6.000000,4.847680,1.555556,2.000000,0.527046,2.222222,0.000000,3.700601
oldmanpushcart/greys-anatomy,240,4.066667,3.000000,4.319332,1.154167,1.000000,0.546177,6.770833,0.000000,21.886584
karma9874/AndroRAT,55,2.872727,2.000000,3.834804,1.163636,1.000000,0.373355,1.381818,0.000000,5.005519
